,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,km_per_unit_fuel,engine_num,power_num,new_price_num,Brand,Model,price_log,kilometers_driven_log
2579,Mumbai,2006,Petrol,Manual,First,5.0,1.15,17.0,1086.0,62.1,4.55,hyundai,santro,0.13976194237515863,10.83738241835864
2580,Bangalore,2013,Petrol,Manual,Second,5.0,4.35,18.0,1198.0,86.7,8.54,honda,amaze,1.4701758451005926,10.691944912900398
2581,Pune,2016,Petrol,Automatic,First,5.0,4.5,23.1,998.0,67.04,5.87,maruti,celerio,1.5040773967762742,10.896739325546411
2582,Chennai,2013,Petrol,Manual,First,5.0,3.55,18.9,1197.0,82.0,7.45,hyundai,grand,1.2669476034873244,11.407564949312402
2583,Kolkata,2015,Diesel,Manual,First,5.0,4.75,19.3,1248.0,73.9,7.88,maruti,swift,1.55814461804655,10.46310334047155
2584,Coimbatore,2012,Petrol,Manual,Second,5.0,4.52,20.36,1197.0,78.9,8.525,hyundai,i10,1.5085119938441398,10.764772845373553
2585,Mumbai,2012,Diesel,Automatic,First,5.0,12.75,15.06,1995.0,177.0,48.18,bmw,x1,2.545531271604435,11.084416883693452
2586,Coimbatore,2014,Diesel,Automatic,Second,5.0,20.04,17.11,1968.0,174.33,53.14,audi,a4,2.997730276216664,10.9642768174945
2587,Bangalore,2014,Diesel,Manual,First,5.0,6.5,20.45,1461.0,83.8,16.65,nissan,terrano,1.8718021769015913,11.37366339763672
2588,Chennai,2007,Diesel,Manual,First,7.0,7.5,11.56,3200.0,199.3,35.29,mitsubishi,montero,2.0149030205422647,12.09531983979499
2589,Mumbai,2016,Petrol,Automatic,First,5.0,4.15,22.5,998.0,67.0,6.14,maruti,wagon,1.423108334242607,8.987196820661973
2590,Hyderabad,2007,Petrol,Manual,First,5.0,2.5,13.5,1799.0,130.0,21.313333333333336,honda,civic,0.9162907318741551,11.251560700835821
2591,Pune,2016,Petrol,Manual,First,5.0,5.4,18.6,1197.0,81.83,10.25,hyundai,i20,1.6863989535702288,9.933046354777673
2592,Mumbai,2016,Petrol,Manual,First,5.0,3.15,24.07,998.0,67.1,4.82,maruti,alto,1.1474024528375417,9.487820581943367
2593,Bangalore,2015,Diesel,Automatic,Second,7.0,52.5,12.07,2967.0,241.4,101.96000000000001,audi,q7,3.960813169597578,9.95227771670556
2594,Delhi,2016,Petrol,Manual,First,5.0,5.95,18.6,1197.0,81.83,10.25,hyundai,i20,1.7833912195575383,10.545341438708522
2595,Coimbatore,2019,Petrol,Automatic,First,5.0,6.97,23.84,1199.0,83.83,7.17,tata,tiago,1.9416152247724325,9.640758221439924
2596,Hyderabad,2011,Petrol,Manual,First,5.0,3.2,20.36,1197.0,78.9,9.674999999999999,hyundai,i10,1.1631508098056809,11.002099841204238
2597,Pune,2007,Petrol,Manual,First,5.0,1.12,0.0,1086.0,62.1,4.55,hyundai,santro,0.11332868530700327,11.156250521031495
2598,Bangalore,2013,Diesel,Manual,First,5.0,6.69,20.46,1461.0,83.8,15.05,renault,duster,1.900613874140137,11.230177864627965
2599,Bangalore,2014,Diesel,Manual,Second,5.0,5.9,13.49,2179.0,138.03,16.95,tata,xenon,1.7749523509116738,11.002099841204238
2600,Kolkata,2009,Petrol,Manual,First,5.0,2.25,18.5,1197.0,80.0,10.25,hyundai,i20,0.8109302162163288,10.331203269579111
2601,Kolkata,2013,Diesel,Manual,First,5.0,4.5,23.4,1248.0,74.0,7.88,maruti,swift,1.5040773967762742,9.998797732340453
2602,Pune,2015,Petrol,Manual,First,5.0,2.61,22.0,814.0,55.0,4.26,hyundai,eon,0.959350221334602,10.915088464214607
2603,Jaipur,2010,Diesel,Automatic,First,5.0,11.5,14.84,2143.0,170.0,49.49,mercedes-benz,new,2.4423470353692043,11.214694615965701
2604,Mumbai,2016,Petrol,Automatic,First,4.0,35.0,16.82,1998.0,189.08,44.28,mini,cooper,3.5553480614894135,9.615805480084347
2605,Jaipur,2010,Petrol,Manual,First,4.0,0.5,26.0,624.0,35.0,5.87,tata,nano,-0.6931471805599453,10.950806546816688
2606,Kolkata,2015,Diesel,Manual,Second,5.0,5.75,26.21,1248.0,88.5,11.11,maruti,ciaz,1.749199854809259,11.037209551650998
2607,Pune,2017,Diesel,Manual,First,5.0,11.5,22.0,1582.0,126.2,15.72,hyundai,verna,2.4423470353692043,10.819778284410283
2608,Jaipur,2015,Petrol,Manual,First,5.0,2.75,21.1,814.0,55.2,4.26,hyundai,eon,1.0116009116784799,10.545341438708522
2609,Chennai,2016,Diesel,Automatic,Second,5.0,31.5,18.12,1995.0,190.0,67.87,bmw,5,3.449987545831587,10.308952660644293
2610,Kochi,2016,Petrol,Manual,First,5.0,4.92,19.4,1198.0,86.8,6.62,honda,brio,1.5933085305042167,10.564498863066003
2611,Pune,2012,Diesel,Manual,First,5.0,3.52,23.2,1248.0,73.94,7.88,maruti,ritz,1.2584609896100056,10.068917241659864
2612,Chennai,2014,Diesel,Automatic,First,5.0,17.55,18.88,1995.0,184.0,54.43,bmw,3,2.865053949911875,11.156250521031495
2613,Pune,2016,Diesel,Manual,First,5.0,5.8,26.59,1248.0,74.0,7.88,maruti,swift,1.7578579175523736,10.571316925111784
2614,Hyderabad,2013,Diesel,Manual,First,5.0,6.95,23.4,1248.0,74.0,7.88,maruti,swift,1.9387416595767009,11.340653244029275
2615,Kolkata,2013,Petrol,Manual,First,5.0,2.4,16.95,1498.0,97.6,11.33,renault,scala,0.8754687373538999,10.714417768752456
2616,Mumbai,2013,Diesel,Automatic,First,5.0,5.25,14.39,1998.0,163.7,54.43,chevrolet,cruze,1.6582280766035324,10.990398311229896
2617,Ahmedabad,2012,Petrol,Manual,First,5.0,4.25,17.5,1298.0,85.8,7.88,maruti,swift,1.4469189829363254,10.91512482718983
2618,Jaipur,2008,Diesel,Manual,First,5.0,1.5,19.09,1396.0,69.0,7.650000000000001,tata,indigo,0.4054651081081644,11.76611701923615
2619,Jaipur,2016,Diesel,Manual,First,5.0,4.5,24.0,1120.0,70.0,7.45,hyundai,grand,1.5040773967762742,10.747680597969852
2620,Pune,2014,Diesel,Manual,First,5.0,2.5,22.3,1248.0,74.0,7.88,tata,indica,0.9162907318741551,12.100712129872347
2621,Chennai,2006,Diesel,Manual,Third,5.0,1.55,17.8,1399.0,68.0,7.650000000000001,ford,fiesta,0.4382549309311553,11.400047877903113
2622,Pune,2016,Diesel,Manual,First,5.0,6.5,19.87,1461.0,83.8,11.27,renault,duster,1.8718021769015913,10.896739325546411
2623,Pune,2012,Diesel,Automatic,Second,5.0,18.0,18.48,1995.0,190.0,67.87,bmw,5,2.8903717578961645,11.461632170582678
2624,Kochi,2015,Diesel,Manual,First,5.0,4.96,24.0,1120.0,70.0,7.45,hyundai,grand,1.601405740736836,11.102503089892746
2625,Bangalore,2012,Petrol,Manual,First,5.0,3.25,19.4,1198.0,86.8,6.62,honda,brio,1.1786549963416462,11.002099841204238
2626,Kolkata,2010,Petrol,Automatic,First,5.0,8.5,12.3,1781.0,163.2,53.14,audi,a4,2.1400661634962708,10.545367754151743
2627,Bangalore,2014,Petrol,Manual,Second,5.0,2.75,24.7,796.0,47.3,4.36,maruti,alto,1.0116009116784799,11.198214720130528
2628,Bangalore,2011,Petrol,Manual,Second,5.0,3.4,16.2,1599.0,103.2,14.254999999999999,hyundai,verna,1.2237754316221157,11.018629143155449
2629,Hyderabad,2013,Diesel,Manual,First,7.0,7.0,20.77,1248.0,88.8,11.27,maruti,ertiga,1.9459101490553132,11.695247021764184
2630,Kochi,2012,Petrol,Manual,First,5.0,3.21,12.9,1598.0,102.5,16.116666666666664,chevrolet,optra,1.1662709371419244,11.181458680147426
2631,Coimbatore,2016,Diesel,Manual,First,5.0,14.25,19.67,1582.0,126.2,16.06,hyundai,creta,2.6567569067146595,9.354786976341211
2632,Hyderabad,2014,Diesel,Manual,First,5.0,6.5,20.34,1498.0,103.2,13.23,volkswagen,vento,1.8718021769015913,11.407564949312402
2633,Kolkata,2014,Petrol,Manual,First,5.0,5.49,17.4,1497.0,117.3,13.58,honda,city,1.7029282555214393,10.781120612719405
2634,Pune,2005,Petrol,Manual,Third,5.0,0.8,16.8,1341.0,83.0,13.58,hyundai,getz,-0.2231435513142097,11.418614785498987
2635,Kochi,2007,Petrol,Manual,First,5.0,1.99,17.0,1086.0,62.1,4.55,hyundai,santro,0.688134638736401,10.982152203394541
2636,Coimbatore,2015,Petrol,Automatic,Second,5.0,5.91,18.9,1197.0,82.0,7.45,hyundai,grand,1.776645831418007,10.432084329787237
2637,Coimbatore,2019,Petrol,Manual,First,5.0,6.44,18.9,1197.0,81.86,7.45,hyundai,grand,1.8625285401162623,9.540794536271832
2638,Pune,2012,CNG,Manual,First,5.0,2.9,26.2,998.0,58.2,5.51,maruti,wagon,1.0647107369924282,11.411999546380267
2639,Jaipur,2015,Petrol,Manual,First,5.0,4.6,18.9,1197.0,82.0,7.45,hyundai,grand,1.5260563034950492,9.546812608597396
2640,Pune,2007,Diesel,Manual,Second,5.0,2.35,17.8,1248.0,74.0,7.88,maruti,swift,0.8544153281560676,11.703545824578878
2641,Coimbatore,2016,Petrol,Manual,First,5.0,7.21,18.6,1197.0,81.83,10.25,hyundai,i20,1.9754689512968577,9.773378867189107
2642,Pune,2016,Diesel,Manual,First,5.0,8.0,19.87,1461.0,83.8,15.05,renault,duster,2.0794415416798357,11.002099841204238
2643,Hyderabad,2009,Diesel,Manual,Second,5.0,3.5,19.3,1248.0,73.9,7.88,maruti,swift,1.252762968495368,11.386182407942334
2644,Pune,2008,Diesel,Manual,First,8.0,5.9,12.8,2494.0,102.0,24.01,toyota,innova,1.7749523509116738,12.091110627060493
2645,Coimbatore,2015,Petrol,Manual,Second,4.0,1.74,25.4,624.0,37.5,5.87,tata,nano,0.5538851132264376,9.901635839172654
2646,Mumbai,2019,Petrol,Manual,First,5.0,6.8,18.12,1196.0,86.8,7.65,ford,figo,1.916922612182061,6.907755278982137
2647,Jaipur,2017,Petrol,Manual,First,5.0,7.5,18.6,1197.0,81.83,10.25,hyundai,i20,2.0149030205422647,8.987196820661973
2648,Pune,2016,Petrol,Manual,First,7.0,8.0,15.4,1497.0,117.3,13.58,honda,brv,2.0794415416798357,9.126958763037132
2649,Hyderabad,2015,Diesel,Manual,First,5.0,5.99,27.4,1498.0,98.6,9.09,honda,amaze,1.7900914121273581,10.275051108968611
2650,Mumbai,2017,Diesel,Manual,First,5.0,12.9,19.67,1582.0,126.2,16.06,hyundai,creta,2.5572273113676265,10.203592144986466
2651,Delhi,2018,Petrol,Manual,First,5.0,7.0,21.4,1197.0,83.1,8.8,maruti,baleno,1.9459101490553132,10.03889218954233
2652,Hyderabad,2014,Diesel,Automatic,First,5.0,35.0,14.16,1968.0,174.3,44.79999999999999,audi,q5,3.5553480614894135,10.819778284410283
2653,Jaipur,2015,Diesel,Manual,First,5.0,5.5,25.8,1498.0,98.6,8.54,honda,amaze,1.7047480922384253,11.005543903606792
2654,Coimbatore,2010,Diesel,Automatic,First,5.0,18.46,11.0,2993.0,235.0,67.87,bmw,x5,2.9156062290747062,11.52405332009128
2655,Jaipur,2010,Petrol,Manual,First,5.0,2.4,15.6,1196.0,70.0,7.65,ford,figo,0.8754687373538999,10.645424897265505
2656,Pune,2002,Petrol,Manual,Third,5.0,1.0,18.9,998.0,67.1,5.51,maruti,wagon,0.0,11.440354772135393
2657,Ahmedabad,2012,Petrol,Manual,Second,5.0,2.65,19.81,1086.0,68.05,4.55,hyundai,i10,0.9745596399981308,11.002099841204238
2658,Kochi,2015,Diesel,Automatic,First,5.0,5.96,21.66,1498.0,103.52,14.22,skoda,rapid,1.7850704810772584,11.099256799511375
2659,Kolkata,2015,Diesel,Automatic,First,4.0,75.0,17.85,2967.0,300.0,127.95666666666666,porsche,panamera,4.31748811353631,10.130623125119875
2660,Kochi,2017,Petrol,Automatic,First,5.0,27.15,15.04,1991.0,183.0,43.07,mercedes-benz,cla,3.3013770463799443,10.115893663307597
2661,Ahmedabad,2008,Petrol,Automatic,Second,5.0,10.5,10.4,2773.0,201.0,67.1,audi,a6,2.3513752571634776,10.621327345686446
2662,Chennai,2015,Petrol,Manual,First,5.0,6.7,20.73,1373.0,91.1,11.11,maruti,ciaz,1.9021075263969205,10.308952660644293
2663,Kolkata,2013,Diesel,Manual,First,5.0,4.9,22.7,1498.0,89.84,11.685,ford,ecosport,1.589235205116581,10.491274217438248
2664,Hyderabad,2017,Diesel,Manual,First,7.0,8.0,16.5,1493.0,70.0,11.01,mahindra,bolero,2.0794415416798357,10.603585520307838
2665,Kochi,2018,Petrol,Manual,First,5.0,3.63,24.07,998.0,67.1,4.09,maruti,alto,1.2892326482767593,10.753745313805846
2666,Mumbai,2015,Petrol,Manual,First,5.0,4.8,17.5,1197.0,85.8,7.88,maruti,swift,1.5686159179138452,11.002099841204238
2667,Mumbai,2017,Petrol,Manual,First,5.0,4.25,17.57,1193.0,88.7,6.83,tata,zest,1.4469189829363254,11.512925464970229
2668,Kolkata,2014,Petrol,Manual,First,5.0,4.24,16.1,1248.0,74.0,7.88,maruti,swift,1.4445632692438664,10.403838508008098
2669,Coimbatore,2018,Diesel,Automatic,First,7.0,30.27,10.91,3198.0,197.2,35.29,ford,endeavour,3.410157123033627,10.84991944132227
2670,Jaipur,2013,Diesel,Manual,First,5.0,14.25,15.8,2148.0,170.0,49.49,mercedes-benz,new,2.6567569067146595,11.307818276142116
2671,Ahmedabad,2012,Petrol,Automatic,First,5.0,3.41,16.95,1197.0,78.9,10.25,hyundai,i10,1.2267122912954254,10.524843306446932
2672,Delhi,2009,Petrol,Manual,First,5.0,2.78,17.0,1497.0,118.0,13.58,honda,city,1.0224509277025455,11.200950699949402
2673,Ahmedabad,2015,Diesel,Automatic,First,5.0,15.5,19.3,1968.0,141.0,25.83,skoda,octavia,2.740840023925201,11.182001806479425
2674,Chennai,2017,Diesel,Manual,First,5.0,3.0,25.0,1396.0,69.0,7.650000000000001,tata,indica,1.0986122886681098,11.76756768334381
2675,Pune,2012,Petrol,Manual,First,5.0,2.3,18.9,998.0,67.1,5.51,maruti,wagon,0.8329091229351039,11.314474526246391
2676,Kochi,2017,Diesel,Manual,First,5.0,13.28,19.67,1582.0,126.2,16.06,hyundai,creta,2.5862591440482876,10.608044394647637
2677,Hyderabad,2009,Petrol,Manual,First,5.0,2.25,19.0,998.0,66.1,5.510000000000001,maruti,a-star,0.8109302162163288,11.034308850226253
2678,Kochi,2011,Petrol,Manual,First,5.0,3.36,22.5,998.0,67.04,5.04,maruti,wagon,1.2119409739751128,9.64639934516898
2679,Kolkata,2014,Petrol,Manual,First,7.0,4.25,17.3,1497.0,117.3,13.003333333333332,honda,mobilio,1.4469189829363254,10.043249494911286
2680,Coimbatore,2012,Petrol,Manual,First,5.0,4.3,20.36,1197.0,78.9,8.525,hyundai,i10,1.4586150226995167,10.686612539214305
2681,Hyderabad,2010,Petrol,Automatic,First,5.0,6.0,0.0,3597.0,262.6,33.36,skoda,superb,1.791759469228055,10.896739325546411
2682,Coimbatore,2018,Diesel,Manual,First,5.0,9.18,22.54,1396.0,88.73,10.25,hyundai,i20,2.217027204632399,9.826660502422802
2683,Hyderabad,2017,Petrol,Manual,First,5.0,4.99,23.1,998.0,67.04,5.87,maruti,celerio,1.6074359097634274,10.181119289134408
2684,Pune,2011,Petrol,Manual,First,5.0,3.75,13.4,1798.0,157.8,33.36,skoda,laura,1.3217558399823195,10.370361288772935
2685,Chennai,2010,Diesel,Manual,First,5.0,2.5,20.0,1399.0,68.0,7.65,ford,figo,0.9162907318741551,10.571316925111784
2686,Hyderabad,2016,Diesel,Manual,First,5.0,7.2,27.3,1498.0,98.6,9.6,honda,jazz,1.9740810260220096,10.729218802151282
2687,Ahmedabad,2016,Diesel,Automatic,First,5.0,29.5,15.0,2143.0,204.0,86.97,mercedes-benz,e-class,3.3843902633457743,10.584055950889214
2688,Chennai,2015,Diesel,Automatic,First,5.0,17.55,17.9,2143.0,136.0,41.94,mercedes-benz,gla,2.865053949911875,10.896739325546411
2689,Chennai,2012,Diesel,Automatic,First,5.0,12.0,18.5,1985.0,163.0,45.67,volvo,s60,2.4849066497880004,9.903487552536127
2690,Bangalore,2009,Diesel,Automatic,First,5.0,13.5,11.8,2967.0,246.7,101.96,audi,a8,2.6026896854443837,10.915088464214607
2691,Kolkata,2014,Diesel,Automatic,First,5.0,5.1,22.32,1582.0,126.32,14.254999999999999,hyundai,verna,1.62924053973028,10.778956289890028
2692,Kolkata,2011,Diesel,Automatic,First,5.0,10.3,22.69,1995.0,190.0,43.81,bmw,3,2.33214389523559,11.156250521031495
2693,Delhi,2014,Diesel,Manual,First,5.0,5.7,22.32,1582.0,126.32,14.254999999999999,hyundai,verna,1.7404661748405046,11.03488966402723
2694,Kochi,2014,Petrol,Manual,First,5.0,3.41,22.5,998.0,67.04,5.12,maruti,wagon,1.2267122912954254,10.645282029917595
2695,Hyderabad,2010,Diesel,Manual,Second,5.0,2.4,20.0,1399.0,68.0,7.65,ford,figo,0.8754687373538999,11.598020006003079
2696,Coimbatore,2017,Petrol,Manual,First,6.0,5.6,18.15,1198.0,82.0,7.88,mahindra,kuv,1.7227665977411035,10.118840838375275
2697,Pune,2006,Diesel,Manual,First,5.0,1.0,17.0,1405.0,70.0,7.650000000000001,tata,indigo,0.0,11.982929094215963
2698,Hyderabad,2017,Diesel,Automatic,First,7.0,8.2,18.49,1493.0,100.0,10.936666666666667,mahindra,tuv,2.1041341542702074,10.308952660644293
2699,Bangalore,2015,Diesel,Automatic,First,5.0,27.5,15.17,1968.0,181.0,48.64,audi,q3,3.3141860046725258,10.839580911706463
2700,Jaipur,2015,Petrol,Manual,First,5.0,3.5,21.5,1197.0,81.8,5.71,maruti,wagon,1.252762968495368,11.08023303460758
2701,Kochi,2016,CNG,Manual,First,5.0,4.58,31.79,998.0,58.33,5.87,maruti,celerio,1.5216989981260935,11.163878496766863
2702,Coimbatore,2017,Diesel,Manual,First,5.0,10.34,24.3,1248.0,88.5,12.56,maruti,vitara,2.336019869080283,10.138520148242751
2703,Mumbai,2006,Diesel,Manual,First,8.0,3.25,12.7,2609.0,116.6,13.553333333333333,mahindra,scorpio,1.1786549963416462,11.406108333406802
2704,Jaipur,2007,Diesel,Manual,Third,7.0,5.0,12.6,1991.0,112.0,27.825,hyundai,tucson,1.6094379124341003,11.547471808722811
2705,Hyderabad,2008,Petrol,Manual,First,5.0,2.25,17.92,1086.0,62.1,4.55,hyundai,santro,0.8109302162163288,11.13140146763347
2706,Kochi,2014,Diesel,Automatic,First,4.0,51.52,18.18,2967.0,250.0,114.66666666666667,porsche,panamera,3.9419700817960983,11.002649690009672
2707,Kochi,2018,Diesel,Manual,First,5.0,8.62,24.3,1248.0,88.5,11.12,maruti,vitara,2.1540850846756014,10.857478611593109
2708,Mumbai,2017,Diesel,Manual,First,5.0,7.25,23.4,1248.0,74.0,7.88,maruti,swift,1.9810014688665833,9.82086652384779
2709,Kochi,2016,Petrol,Manual,First,5.0,5.47,19.5,1199.0,86.76,8.16,honda,amaze,1.6992786164338898,10.618053700469373
2710,Pune,2014,Diesel,Automatic,First,5.0,31.0,16.36,2179.0,187.7,69.675,jaguar,xf,3.4339872044851463,10.915106645867503
2711,Kochi,2017,Petrol,Automatic,First,4.0,35.98,16.82,1998.0,189.08,44.28,mini,cooper,3.582963228522387,9.926666825483533
2712,Jaipur,2017,Petrol,Manual,First,5.0,3.42,21.1,814.0,55.2,4.026666666666667,hyundai,eon,1.2296405510745139,9.047821442478408
2713,Ahmedabad,2008,Diesel,Automatic,Second,5.0,11.5,16.77,2967.0,241.38,67.1,audi,a6,2.4423470353692043,10.714417768752456
2714,Pune,2016,Petrol,Manual,First,5.0,7.25,17.19,1197.0,81.86,10.25,hyundai,i20,1.9810014688665833,8.699514748210191
2715,Chennai,2018,Diesel,Manual,First,5.0,8.0,28.4,1248.0,74.0,7.88,maruti,swift,2.0794415416798357,9.305650551780507
2716,Kochi,2015,Diesel,Manual,First,5.0,7.33,22.7,1498.0,89.84,11.685,ford,ecosport,1.9919755158985601,11.290581593826584
2717,Kolkata,2016,Petrol,Manual,First,5.0,3.35,18.9,998.0,67.1,5.51,maruti,wagon,1.208960345836975,10.306616600846745
2718,Mumbai,2013,Diesel,Manual,First,5.0,4.4,20.34,1498.0,103.2,13.23,volkswagen,vento,1.4816045409242156,10.801716141591875
2719,Kolkata,2012,Petrol,Manual,First,5.0,2.99,17.6,1496.0,88.7,8.525,toyota,etios,1.095273387402595,10.915088464214607
2720,Bangalore,2015,Petrol,Manual,First,5.0,5.6,18.7,1199.0,88.7,9.6,honda,jazz,1.7227665977411035,10.043249494911286
2721,Coimbatore,2016,Diesel,Manual,First,5.0,6.63,20.14,1498.0,88.73,9.96,volkswagen,crosspolo,1.891604804197771,10.910112468091466
2722,Kochi,2018,Diesel,Manual,First,5.0,7.9,21.66,1498.0,108.62,9.72,volkswagen,ameo,2.066862759472976,10.355390854750077
2723,Kochi,2015,Petrol,Manual,First,5.0,7.0,16.8,1497.0,116.3,13.58,honda,city,1.9459101490553132,10.886352232659924
2724,Hyderabad,2014,Petrol,Automatic,First,5.0,4.95,16.5,1198.0,86.8,6.62,honda,brio,1.599387576580599,10.239959789157341
2725,Mumbai,2017,Petrol,Automatic,First,5.0,9.19,14.3,1598.0,103.52,14.22,skoda,rapid,2.2181159363675955,9.50390510758612
2726,Hyderabad,2011,Diesel,Manual,First,5.0,5.1,16.8,1493.0,110.0,14.254999999999999,hyundai,verna,1.62924053973028,11.156250521031495
2727,Jaipur,2015,Diesel,Manual,First,5.0,5.9,21.19,1396.0,88.76,10.25,hyundai,i20,1.7749523509116738,11.306024289201883
2728,Kochi,2019,Petrol,Automatic,First,5.0,9.51,21.4,1197.0,83.1,10.3,maruti,baleno,2.252343876557299,9.515911477263703
2729,Mumbai,2008,Petrol,Manual,Second,5.0,3.9,11.1,2354.0,158.8,33.51,honda,cr-v,1.3609765531356006,11.225243392518447
2730,Coimbatore,2014,Petrol,Manual,Second,5.0,5.39,19.1,1197.0,85.8,7.88,maruti,swift,1.6845453849209058,10.973528884216202
2731,Pune,2009,Diesel,Manual,Second,5.0,3.0,19.3,1248.0,73.9,7.88,maruti,swift,1.0986122886681098,11.407564949312402
2732,Jaipur,2012,Diesel,Manual,First,5.0,4.3,23.4,1248.0,74.0,7.88,maruti,swift,1.4586150226995167,11.326595886778735
2733,Jaipur,2017,Petrol,Manual,First,5.0,6.75,20.85,1197.0,83.14,7.88,maruti,swift,1.9095425048844386,10.52626591542919
2734,Jaipur,2017,Petrol,Manual,First,5.0,4.5,18.9,1197.0,82.0,7.45,hyundai,grand,1.5040773967762742,10.043249494911286
2735,Chennai,2010,Diesel,Manual,First,5.0,2.75,17.8,1399.0,68.0,7.650000000000001,ford,fiesta,1.0116009116784799,11.314474526246391
2736,Chennai,2016,Diesel,Manual,First,5.0,9.0,23.9,1582.0,126.2,14.254999999999999,hyundai,verna,2.1972245773362196,10.341742483467284
2737,Jaipur,2001,Petrol,Manual,First,5.0,0.7,12.0,998.0,67.04,5.51,maruti,wagon,-0.35667494393873245,12.206072645530174
2738,Delhi,2014,Diesel,Manual,Second,5.0,2.55,20.0,1399.0,68.05,7.65,ford,figo,0.9360933591703348,10.714439990727769
2739,Coimbatore,2014,Diesel,Manual,First,5.0,3.54,21.12,1248.0,88.8,11.270000000000001,tata,manza,1.264126727145683,10.82865873621622
2740,Ahmedabad,2009,Petrol,Manual,First,5.0,4.25,13.5,1799.0,130.0,21.313333333333336,honda,civic,1.4469189829363254,11.396391648714276
2741,Ahmedabad,2007,Petrol,Manual,Second,5.0,1.2,19.7,796.0,46.3,4.36,maruti,alto,0.1823215567939546,11.184421397998193
2742,Ahmedabad,2013,Diesel,Automatic,First,5.0,19.5,22.48,1995.0,190.0,63.71,bmw,5,2.970414465569701,11.407564949312402
2743,Bangalore,2015,Diesel,Manual,Second,7.0,12.0,16.0,2179.0,140.0,18.865,mahindra,xuv500,2.4849066497880004,11.238488619268468
2744,Hyderabad,2012,Diesel,Manual,First,5.0,3.9,23.2,1248.0,73.94,7.88,maruti,ritz,1.3609765531356006,11.269591961359195
2745,Kochi,2017,Diesel,Manual,First,5.0,9.13,24.3,1248.0,88.5,11.12,maruti,vitara,2.211565694606877,10.556489592791646
2746,Pune,2011,Petrol,Manual,First,7.0,2.25,15.1,1196.0,73.0,4.69,maruti,eeco,0.8109302162163288,10.714417768752456
2747,Mumbai,2012,Petrol,Manual,First,5.0,3.25,17.5,1197.0,85.8,7.88,maruti,swift,1.1786549963416462,11.326595886778735
2748,Coimbatore,2017,Diesel,Automatic,First,5.0,14.79,17.01,1582.0,126.2,16.06,hyundai,creta,2.6939512767227085,10.823172517478298
2749,Mumbai,2010,Petrol,Manual,First,5.0,2.35,22.5,998.0,67.04,5.04,maruti,wagon,0.8544153281560676,10.540646222887219
2750,Kolkata,2015,Diesel,Manual,First,5.0,3.1,27.62,793.0,47.0,5.87,maruti,celerio,1.1314021114911006,10.419808051784079
2751,Delhi,2014,Diesel,Automatic,First,7.0,12.9,13.01,2199.0,194.3,120.0,hyundai,santa,2.5572273113676265,11.608235644774552
2752,Kolkata,2017,Petrol,Manual,First,5.0,2.5,21.1,814.0,55.2,4.026666666666667,hyundai,eon,0.9162907318741551,11.002099841204238
2753,Delhi,2013,Petrol,Manual,First,5.0,3.65,18.5,1197.0,82.85,10.25,hyundai,i20,1.2947271675944,11.433968833968516
2754,Bangalore,2014,Petrol,Manual,First,5.0,7.5,17.1,1591.0,121.3,14.254999999999999,hyundai,verna,2.0149030205422647,10.714417768752456
2755,Kochi,2013,Petrol,Manual,First,5.0,3.74,18.4,1198.0,86.8,6.62,honda,brio,1.3190856114264407,10.428008959431105
2756,Kochi,2017,Petrol,Manual,First,5.0,5.86,20.4,1197.0,81.8,7.88,maruti,swift,1.7681496035889213,10.17835030752565
2757,Coimbatore,2018,Diesel,Automatic,First,5.0,39.62,19.27,2143.0,167.62,49.49,mercedes-benz,new,3.6793340412704048,9.933240510685476
2758,Coimbatore,2018,Diesel,Manual,First,5.0,7.05,25.2,1248.0,74.0,7.88,maruti,swift,1.9530276168241774,11.024937075106996
2759,Delhi,2018,Diesel,Automatic,First,5.0,7.5,28.4,1248.0,74.0,7.88,maruti,swift,2.0149030205422647,9.350102314351341
2760,Chennai,2012,Diesel,Manual,First,5.0,2.1,25.44,936.0,57.6,5.510000000000001,chevrolet,beat,0.7419373447293773,10.968198289528557
2761,Delhi,2014,Petrol,Automatic,First,5.0,11.6,13.7,1798.0,157.75,33.36,skoda,superb,2.451005098112319,10.545341438708522
2762,Bangalore,2012,Diesel,Automatic,Second,5.0,19.25,14.84,2143.0,167.62,49.49,mercedes-benz,new,2.9575110607337933,10.799575577092764
2763,Coimbatore,2017,Diesel,Manual,First,8.0,17.92,13.68,2393.0,147.8,24.01,toyota,innova,2.8859174075467844,11.187223025328281
2764,Kolkata,2016,Petrol,Manual,First,5.0,3.6,20.36,1197.0,78.9,9.674999999999999,hyundai,i10,1.2809338454620642,8.85366542803745
2765,Ahmedabad,2014,Diesel,Manual,Second,5.0,4.5,25.8,1498.0,98.6,8.54,honda,amaze,1.5040773967762742,9.903487552536127
2766,Hyderabad,2017,Diesel,Manual,First,5.0,7.4,21.9,1396.0,88.76,10.25,hyundai,i20,2.0014800002101243,9.551160286590816
2767,Coimbatore,2018,Diesel,Automatic,First,5.0,59.29,11.57,2987.0,254.79,95.13,mercedes-benz,gle,4.0824406577192764,10.332213354218844
2768,Kolkata,2011,Diesel,Manual,First,7.0,5.5,12.05,2179.0,120.0,11.67,mahindra,scorpio,1.7047480922384253,10.847140501166095
